,ORDER_ID,SALESMAN_ID,EMPLOYEE_ID
218,101,55.0,5
219,101,55.0,6
220,101,55.0,7
221,101,55.0,8
222,101,55.0,9
223,101,55.0,10
224,101,55.0,11
225,101,55.0,12
226,101,55.0,13
227,101,55.0,14
228,101,55.0,15
229,101,55.0,16
230,101,55.0,17
231,101,55.0,18
232,101,55.0,19
233,101,55.0,20
234,101,55.0,21
235,101,55.0,22
236,101,55.0,23
237,101,55.0,24
238,101,55.0,25
239,101,55.0,26
240,101,55.0,27
241,101,55.0,28
242,101,55.0,29
243,101,55.0,30
244,101,55.0,31
245,101,55.0,32
246,101,55.0,33
247,101,55.0,34
248,101,55.0,35
249,101,55.0,36
250,101,55.0,37
251,101,55.0,38
252,101,55.0,39
253,101,55.0,40
254,101,55.0,41
255,101,55.0,42
256,101,55.0,43
257,101,55.0,44
258,101,55.0,45
259,101,55.0,46
260,101,55.0,47
261,101,55.0,48
262,101,55.0,49
263,101,55.0,50
264,101,55.0,51
265,101,55.0,52
266,101,55.0,53
267,101,55.0,54
268,101,55.0,55
269,101,55.0,56
270,101,55.0,57
271,101,55.0,58
272,101,55.0,59
273,101,55.0,60
274,101,55.0,61
275,101,55.0,62
276,101,55.0,63
277,101,55.0,64
278,101,55.0,65
279,101,55.0,66
280,101,55.0,67
281,101,55.0,68
282,101,55.0,69
283,101,55.0,70
284,101,55.0,71
285,101,55.0,72
286,101,55.0,73
287,101,55.0,74
288,101,55.0,75
289,101,55.0,76
290,101,55.0,77
291,101,55.0,78
292,101,55.0,79
293,101,55.0,80
294,101,55.0,81
295,101,55.0,82
296,101,55.0,83
297,101,55.0,84
298,101,55.0,85
299,101,55.0,86
300,101,55.0,87
301,101,55.0,88
302,101,55.0,89
303,101,55.0,90
304,101,55.0,91
305,101,55.0,92
306,101,55.0,93
307,101,55.0,94
308,101,55.0,95
309,101,55.0,96
310,101,55.0,97
311,101,55.0,98
312,101,55.0,99
313,101,55.0,100
314,101,55.0,101
315,101,55.0,102
316,101,55.0,103
317,101,55.0,104
318,101,55.0,105
319,101,55.0,106
320,101,55.0,107
321,1,56.0,1
322,1,56.0,2
323,1,56.0,3
324,1,56.0,4
325,1,56.0,5
326,1,56.0,6
327,1,56.0,7
328,1,56.0,8
329,1,56.0,9
330,1,56.0,10
331,1,56.0,11
332,1,56.0,12
333,1,56.0,13
334,1,56.0,14
335,1,56.0,15
336,1,56.0,16
337,1,56.0,17
338,1,56.0,18
339,1,56.0,19
340,1,56.0,20
341,1,56.0,21
342,1,56.0,22
343,1,56.0,23
344,1,56.0,24
345,1,56.0,25
346,1,56.0,26
347,1,56.0,27
348,1,56.0,28
349,1,56.0,29
350,1,56.0,30
351,1,56.0,31
352,1,56.0,32
353,1,56.0,33
354,1,56.0,34
355,1,56.0,35
356,1,56.0,36
357,1,56.0,37
358,1,56.0,38
359,1,56.0,39
360,1,56.0,40
361,1,56.0,41
362,1,56.0,42
363,1,56.0,43
364,1,56.0,44
365,1,56.0,45
366,1,56.0,46
367,1,56.0,47
368,1,56.0,48
369,1,56.0,49
370,1,56.0,50
371,1,56.0,51
372,1,56.0,52
373,1,56.0,53
374,1,56.0,54
375,1,56.0,55
376,1,56.0,56
377,1,56.0,57
378,1,56.0,58
379,1,56.0,59
380,1,56.0,60
381,1,56.0,61
382,1,56.0,62
383,1,56.0,63
384,1,56.0,64
385,1,56.0,65
386,1,56.0,66
387,1,56.0,67
388,1,56.0,68
389,1,56.0,69
390,1,56.0,70
391,1,56.0,71
392,1,56.0,72
393,1,56.0,73
394,1,56.0,74
395,1,56.0,75
396,1,56.0,76
397,1,56.0,77
398,1,56.0,78
399,1,56.0,79
400,1,56.0,80
401,1,56.0,81
402,1,56.0,82
403,1,56.0,83
404,1,56.0,84
405,1,56.0,85
406,1,56.0,86
407,1,56.0,87
408,1,56.0,88
409,1,56.0,89
410,1,56.0,90
411,1,56.0,91
412,1,56.0,92
413,1,56.0,93
414,1,56.0,94
415,1,56.0,95
416,1,56.0,96
417,1,56.0,97
418,1,56.0,98
419,1,56.0,99
420,1,56.0,100
421,1,56.0,101
422,1,56.0,102
423,1,56.0,103
424,1,56.0,104
425,1,56.0,105
426,1,56.0,106
427,1,56.0,107
428,5,56.0,1
429,5,56.0,2
430,5,56.0,3
431,5,56.0,4
432,5,56.0,5
433,5,56.0,6
434,5,56.0,7
435,5,56.0,8
436,5,56.0,9
437,5,56.0,10
438,5,56.0,11
439,5,56.0,12
440,5,56.0,13
441,5,56.0,14
442,5,56.0,15
443,5,56.0,16
444,5,56.0,17
445,5,56.0,18
446,5,56.0,19
447,5,56.0,20
448,5,56.0,21
449,5,56.0,22
450,5,56.0,23
451,5,56.0,24
452,5,56.0,25
453,5,56.0,26
454,5,56.0,27
455,5,56.0,28
456,5,56.0,29
457,5,56.0,30
458,5,56.0,31
459,5,56.0,32
460,5,56.0,33
461,5,56.0,34
462,5,56.0,35
463,5,56.0,36
464,5,56.0,37
465,5,56.0,38
466,5,56.0,39
467,5,56.0,40
468,5,56.0,41
469,5,56.0,42
470,5,56.0,43
471,5,56.0,44
472,5,56.0,45
473,5,56.0,46
474,5,56.0,47
475,5,56.0,48
476,5,56.0,49
477,5,56.0,50
478,5,56.0,51
479,5,56.0,52
480,5,56.0,53
481,5,56.0,54
482,5,56.0,55
483,5,56.0,56
484,5,56.0,57
485,5,56.0,58
486,5,56.0,59
487,5,56.0,60
488,5,56.0,61
489,5,56.0,62
490,5,56.0,63
491,5,56.0,64
492,5,56.0,65
493,5,56.0,66
494,5,56.0,67
495,5,56.0,68
496,5,56.0,69
497,5,56.0,70
498,5,56.0,71
499,5,56.0,72
500,5,56.0,73
501,5,56.0,74
502,5,56.0,75
503,5,56.0,76
504,5,56.0,77
505,5,56.0,78
506,5,56.0,79
507,5,56.0,80
508,5,56.0,81
509,5,56.0,82
510,5,56.0,83
511,5,56.0,84
512,5,56.0,85
513,5,56.0,86
514,5,56.0,87
515,5,56.0,88
516,5,56.0,89
517,5,56.0,90
518,5,56.0,91
519,5,56.0,92
520,5,56.0,93
521,5,56.0,94
522,5,56.0,95
523,5,56.0,96
524,5,56.0,97
525,5,56.0,98
526,5,56.0,99
527,5,56.0,100
528,5,56.0,101
529,5,56.0,102
530,5,56.0,103
531,5,56.0,104
532,5,56.0,105
533,5,56.0,106
534,5,56.0,107
535,28,57.0,1
536,28,57.0,2
537,28,57.0,3
538,28,57.0,4
539,28,57.0,5
540,28,57.0,6
541,28,57.0,7
542,28,57.0,8
543,28,57.0,9
544,28,57.0,10
545,28,57.0,11
546,28,57.0,12
547,28,57.0,13
548,28,57.0,14
549,28,57.0,15
550,28,57.0,16
551,28,57.0,17
552,28,57.0,18
553,28,57.0,19
554,28,57.0,20
555,28,57.0,21
556,28,57.0,22
557,28,57.0,23
558,28,57.0,24
559,28,57.0,25
560,28,57.0,26
561,28,57.0,27
562,28,57.0,28
563,28,57.0,29
564,28,57.0,30
565,28,57.0,31
566,28,57.0,32
567,28,57.0,33
568,28,57.0,34
569,28,57.0,35
570,28,57.0,36
571,28,57.0,37
572,28,57.0,38
573,28,57.0,39
574,28,57.0,40
575,28,57.0,41
576,28,57.0,42
577,28,57.0,43
578,28,57.0,44
579,28,57.0,45
580,28,57.0,46
581,28,57.0,47
582,28,57.0,48
583,28,57.0,49
584,28,57.0,50
585,28,57.0,51
586,28,57.0,52
587,28,57.0,53
588,28,57.0,54
589,28,57.0,55
590,28,57.0,56
591,28,57.0,57
592,28,57.0,58
593,28,57.0,59
594,28,57.0,60
595,28,57.0,61
596,28,57.0,62
597,28,57.0,63
598,28,57.0,64
599,28,57.0,65
600,28,57.0,66
601,28,57.0,67
602,28,57.0,68
603,28,57.0,69
604,28,57.0,70
605,28,57.0,71
606,28,57.0,72
607,28,57.0,73
608,28,57.0,74
609,28,57.0,75
610,28,57.0,76
611,28,57.0,77
612,28,57.0,78
613,28,57.0,79
614,28,57.0,80
615,28,57.0,81
616,28,57.0,82
617,28,57.0,83
618,28,57.0,84
619,28,57.0,85
620,28,57.0,86
621,28,57.0,87
622,28,57.0,88
623,28,57.0,89
624,28,57.0,90
625,28,57.0,91
626,28,57.0,92
627,28,57.0,93
628,28,57.0,94
629,28,57.0,95
630,28,57.0,96
631,28,57.0,97
632,28,57.0,98
633,28,57.0,99
634,28,57.0,100
635,28,57.0,101
636,28,57.0,102
637,28,57.0,103
638,28,57.0,104
639,28,57.0,105
640,28,57.0,106
641,28,57.0,107
642,87,57.0,1
643,87,57.0,2
644,87,57.0,3
645,87,57.0,4
646,87,57.0,5
647,87,57.0,6
648,87,57.0,7
649,87,57.0,8
650,87,57.0,9
651,87,57.0,10
652,87,57.0,11
653,87,57.0,12
654,87,57.0,13
655,87,57.0,14
656,87,57.0,15
657,87,57.0,16
658,87,57.0,17
659,87,57.0,18
660,87,57.0,19
661,87,57.0,20
662,87,57.0,21
663,87,57.0,22
664,87,57.0,23
665,87,57.0,24
666,87,57.0,25
667,87,57.0,26
668,87,57.0,27
669,87,57.0,28
670,87,57.0,29
671,87,57.0,30
672,87,57.0,31
673,87,57.0,32
674,87,57.0,33
675,87,57.0,34
676,87,57.0,35
677,87,57.0,36
678,87,57.0,37
679,87,57.0,38
680,87,57.0,39
681,87,57.0,40
682,87,57.0,41
683,87,57.0,42
684,87,57.0,43
685,87,57.0,44
686,87,57.0,45
687,87,57.0,46
688,87,57.0,47
689,87,57.0,48
690,87,57.0,49
691,87,57.0,50
692,87,57.0,51
693,87,57.0,52
694,87,57.0,53
695,87,57.0,54
696,87,57.0,55
697,87,57.0,56
698,87,57.0,57
699,87,57.0,58
700,87,57.0,59
701,87,57.0,60
702,87,57.0,61
703,87,57.0,62
704,87,57.0,63
705,87,57.0,64
706,87,57.0,65
707,87,57.0,66
708,87,57.0,67
709,87,57.0,68
710,87,57.0,69
711,87,57.0,70
712,87,57.0,71
713,87,57.0,72
714,87,57.0,73
715,87,57.0,74
716,87,57.0,75
717,87,57.0,76
718,87,57.0,77
719,87,57.0,78
720,87,57.0,79
721,87,57.0,80
722,87,57.0,81
723,87,57.0,82
724,87,57.0,83
725,87,57.0,84
726,87,57.0,85
727,87,57.0,86
728,87,57.0,87
729,87,57.0,88
730,87,57.0,89
731,87,57.0,90
732,87,57.0,91
733,87,57.0,92
734,87,57.0,93
735,87,57.0,94
736,87,57.0,95
737,87,57.0,96
738,87,57.0,97
739,87,57.0,98
740,87,57.0,99
741,87,57.0,100
742,87,57.0,101
743,87,57.0,102
744,87,57.0,103
745,87,57.0,104
746,87,57.0,105
747,87,57.0,106
748,87,57.0,107
749,4,59.0,1
750,4,59.0,2
751,4,59.0,3
752,4,59.0,4
753,4,59.0,5
754,4,59.0,6
755,4,59.0,7
756,4,59.0,8
757,4,59.0,9
758,4,59.0,10
759,4,59.0,11
760,4,59.0,12
761,4,59.0,13
762,4,59.0,14
763,4,59.0,15
764,4,59.0,16
765,4,59.0,17
766,4,59.0,18
767,4,59.0,19
768,4,59.0,20
769,4,59.0,21
770,4,59.0,22
771,4,59.0,23
772,4,59.0,24
773,4,59.0,25
774,4,59.0,26
775,4,59.0,27
776,4,59.0,28
777,4,59.0,29
778,4,59.0,30
779,4,59.0,31
780,4,59.0,32
781,4,59.0,33
782,4,59.0,34
783,4,59.0,35
784,4,59.0,36
785,4,59.0,37
786,4,59.0,38
787,4,59.0,39
788,4,59.0,40
789,4,59.0,41
790,4,59.0,42
791,4,59.0,43
792,4,59.0,44
793,4,59.0,45
794,4,59.0,46
795,4,59.0,47
796,4,59.0,48
797,4,59.0,49
798,4,59.0,50
799,4,59.0,51
800,4,59.0,52
801,4,59.0,53
802,4,59.0,54
803,4,59.0,55
804,4,59.0,56
805,4,59.0,57
806,4,59.0,58
807,4,59.0,59
808,4,59.0,60
809,4,59.0,61
810,4,59.0,62
811,4,59.0,63
812,4,59.0,64
813,4,59.0,65
814,4,59.0,66
815,4,59.0,67
816,4,59.0,68
817,4,59.0,69
818,4,59.0,70
819,4,59.0,71
820,4,59.0,72
821,4,59.0,73
822,4,59.0,74
823,4,59.0,75
824,4,59.0,76
825,4,59.0,77
826,4,59.0,78
827,4,59.0,79
828,4,59.0,80
829,4,59.0,81
830,4,59.0,82
831,4,59.0,83
832,4,59.0,84
833,4,59.0,85
834,4,59.0,86
835,4,59.0,87
836,4,59.0,88
837,4,59.0,89
838,4,59.0,90
839,4,59.0,91
840,4,59.0,92
841,4,59.0,93
842,4,59.0,94
843,4,59.0,95
844,4,59.0,96
845,4,59.0,97
846,4,59.0,98
847,4,59.0,99
848,4,59.0,100
849,4,59.0,101
850,4,59.0,102
851,4,59.0,103
852,4,59.0,104
853,4,59.0,105
854,4,59.0,106
855,4,59.0,107
856,41,59.0,1
857,41,59.0,2
858,41,59.0,3
859,41,59.0,4
860,41,59.0,5
861,41,59.0,6
862,41,59.0,7
863,41,59.0,8
864,41,59.0,9
865,41,59.0,10
866,41,59.0,11
867,41,59.0,12
868,41,59.0,13
869,41,59.0,14
870,41,59.0,15
871,41,59.0,16
872,41,59.0,17
873,41,59.0,18
874,41,59.0,19
875,41,59.0,20
876,41,59.0,21
877,41,59.0,22
878,41,59.0,23
879,41,59.0,24
880,41,59.0,25
881,41,59.0,26
882,41,59.0,27
883,41,59.0,28
884,41,59.0,29
885,41,59.0,30
886,41,59.0,31
887,41,59.0,32
888,41,59.0,33
889,41,59.0,34
890,41,59.0,35
891,41,59.0,36
892,41,59.0,37
893,41,59.0,38
894,41,59.0,39
895,41,59.0,40
896,41,59.0,41
897,41,59.0,42
898,41,59.0,43
899,41,59.0,44
900,41,59.0,45
901,41,59.0,46
902,41,59.0,47
903,41,59.0,48
904,41,59.0,49
905,41,59.0,50
906,41,59.0,51
907,41,59.0,52
908,41,59.0,53
909,41,59.0,54
910,41,59.0,55
911,41,59.0,56
912,41,59.0,57
913,41,59.0,58
914,41,59.0,59
915,41,59.0,60
916,41,59.0,61
917,41,59.0,62
918,41,59.0,63
919,41,59.0,64
920,41,59.0,65
921,41,59.0,66
922,41,59.0,67
923,41,59.0,68
924,41,59.0,69
925,41,59.0,70
926,41,59.0,71
927,41,59.0,72
928,41,59.0,73
929,41,59.0,74
930,41,59.0,75
931,41,59.0,76
932,41,59.0,77
933,41,59.0,78
934,41,59.0,79
935,41,59.0,80
936,41,59.0,81
937,41,59.0,82
938,41,59.0,83
939,41,59.0,84
940,41,59.0,85
941,41,59.0,86
942,41,59.0,87
943,41,59.0,88
944,41,59.0,89
945,41,59.0,90
946,41,59.0,91
947,41,59.0,92
948,41,59.0,93
949,41,59.0,94
950,41,59.0,95
951,41,59.0,96
952,41,59.0,97
953,41,59.0,98
954,41,59.0,99
955,41,59.0,100
956,41,59.0,101
957,41,59.0,102
958,41,59.0,103
959,41,59.0,104
960,41,59.0,105
961,41,59.0,106
962,41,59.0,107
963,82,60.0,1
964,82,60.0,2
965,82,60.0,3
966,82,60.0,4
967,82,60.0,5
968,82,60.0,6
969,82,60.0,7
970,82,60.0,8
971,82,60.0,9
972,82,60.0,10
973,82,60.0,11
974,82,60.0,12
975,82,60.0,13
976,82,60.0,14
977,82,60.0,15
978,82,60.0,16
979,82,60.0,17
980,82,60.0,18
981,82,60.0,19
982,82,60.0,20
983,82,60.0,21
984,82,60.0,22
985,82,60.0,23
986,82,60.0,24
987,82,60.0,25
988,82,60.0,26
989,82,60.0,27
990,82,60.0,28
991,82,60.0,29
992,82,60.0,30
993,82,60.0,31
994,82,60.0,32
995,82,60.0,33
996,82,60.0,34
997,82,60.0,35
998,82,60.0,36
999,82,60.0,37
1000,82,60.0,38
1001,82,60.0,39
1002,82,60.0,40
1003,82,60.0,41
1004,82,60.0,42
1005,82,60.0,43
1006,82,60.0,44
1007,82,60.0,45
1008,82,60.0,46
1009,82,60.0,47
1010,82,60.0,48
1011,82,60.0,49
1012,82,60.0,50
1013,82,60.0,51
1014,82,60.0,52
1015,82,60.0,53
1016,82,60.0,54
1017,82,60.0,55
1018,82,60.0,56
1019,82,60.0,57
1020,82,60.0,58
1021,82,60.0,59
1022,82,60.0,60
1023,82,60.0,61
1024,82,60.0,62
1025,82,60.0,63
1026,82,60.0,64
1027,82,60.0,65
1028,82,60.0,66
1029,82,60.0,67
1030,82,60.0,68
1031,82,60.0,69
1032,82,60.0,70
1033,82,60.0,71
1034,82,60.0,72
1035,82,60.0,73
1036,82,60.0,74
1037,82,60.0,75
1038,82,60.0,76
1039,82,60.0,77
1040,82,60.0,78
1041,82,60.0,79
1042,82,60.0,80
1043,82,60.0,81
1044,82,60.0,82
1045,82,60.0,83
1046,82,60.0,84
1047,82,60.0,85
1048,82,60.0,86
1049,82,60.0,87
1050,82,60.0,88
1051,82,60.0,89
1052,82,60.0,90
1053,82,60.0,91
1054,82,60.0,92
1055,82,60.0,93
1056,82,60.0,94
1057,82,60.0,95
1058,82,60.0,96
1059,82,60.0,97
1060,82,60.0,98
1061,82,60.0,99
1062,82,60.0,100
1063,82,60.0,101
1064,82,60.0,102
1065,82,60.0,103
1066,82,60.0,104
1067,82,60.0,105
1068,82,60.0,106
1069,82,60.0,107
1070,102,61.0,1
1071,102,61.0,2
1072,102,61.0,3
1073,102,61.0,4
1074,102,61.0,5
1075,102,61.0,6
1076,102,61.0,7
1077,102,61.0,8
1078,102,61.0,9
1079,102,61.0,10
1080,102,61.0,11
1081,102,61.0,12
1082,102,61.0,13
1083,102,61.0,14
1084,102,61.0,15
1085,102,61.0,16
1086,102,61.0,17
1087,102,61.0,18
1088,102,61.0,19
1089,102,61.0,20
1090,102,61.0,21
1091,102,61.0,22
1092,102,61.0,23
1093,102,61.0,24
1094,102,61.0,25
1095,102,61.0,26
1096,102,61.0,27
1097,102,61.0,28
1098,102,61.0,29
1099,102,61.0,30
1100,102,61.0,31
1101,102,61.0,32
1102,102,61.0,33
1103,102,61.0,34
1104,102,61.0,35
1105,102,61.0,36
1106,102,61.0,37
1107,102,61.0,38
1108,102,61.0,39
1109,102,61.0,40
1110,102,61.0,41
1111,102,61.0,42
1112,102,61.0,43
1113,102,61.0,44
1114,102,61.0,45
1115,102,61.0,46
1116,102,61.0,47
1117,102,61.0,48
1118,102,61.0,49
1119,102,61.0,50
1120,102,61.0,51
1121,102,61.0,52
1122,102,61.0,53
1123,102,61.0,54
1124,102,61.0,55
1125,102,61.0,56
1126,102,61.0,57
1127,102,61.0,58
1128,102,61.0,59
1129,102,61.0,60
1130,102,61.0,61
1131,102,61.0,62
1132,102,61.0,63
1133,102,61.0,64
1134,102,61.0,65
1135,102,61.0,66
1136,102,61.0,67
1137,102,61.0,68
1138,102,61.0,69
1139,102,61.0,70
1140,102,61.0,71
1141,102,61.0,72
1142,102,61.0,73
1143,102,61.0,74
1144,102,61.0,75
1145,102,61.0,76
1146,102,61.0,77
1147,102,61.0,78
1148,102,61.0,79
1149,102,61.0,80
1150,102,61.0,81
1151,102,61.0,82
1152,102,61.0,83
1153,102,61.0,84
1154,102,61.0,85
1155,102,61.0,86
1156,102,61.0,87
1157,102,61.0,88
1158,102,61.0,89
1159,102,61.0,90
1160,102,61.0,91
1161,102,61.0,92
1162,102,61.0,93
1163,102,61.0,94
1164,102,61.0,95
1165,102,61.0,96
1166,102,61.0,97
1167,102,61.0,98
1168,102,61.0,99
1169,102,61.0,100
1170,102,61.0,101
1171,102,61.0,102
1172,102,61.0,103
1173,102,61.0,104
1174,102,61.0,105
1175,102,61.0,106
1176,102,61.0,107
1177,26,62.0,1
1178,26,62.0,2
1179,26,62.0,3
1180,26,62.0,4
1181,26,62.0,5
1182,26,62.0,6
1183,26,62.0,7
1184,26,62.0,8
1185,26,62.0,9
1186,26,62.0,10
1187,26,62.0,11
1188,26,62.0,12
1189,26,62.0,13
1190,26,62.0,14
1191,26,62.0,15
1192,26,62.0,16
1193,26,62.0,17
1194,26,62.0,18
1195,26,62.0,19
1196,26,62.0,20
1197,26,62.0,21
1198,26,62.0,22
1199,26,62.0,23
1200,26,62.0,24
1201,26,62.0,25
1202,26,62.0,26
1203,26,62.0,27
1204,26,62.0,28
1205,26,62.0,29
1206,26,62.0,30
1207,26,62.0,31
1208,26,62.0,32
1209,26,62.0,33
1210,26,62.0,34
1211,26,62.0,35
1212,26,62.0,36
1213,26,62.0,37
1214,26,62.0,38
1215,26,62.0,39
1216,26,62.0,40
1217,26,62.0,41
1218,26,62.0,42
1219,26,62.0,43
1220,26,62.0,44
1221,26,62.0,45
1222,26,62.0,46
1223,26,62.0,47
1224,26,62.0,48
1225,26,62.0,49
1226,26,62.0,50
1227,26,62.0,51
1228,26,62.0,52
1229,26,62.0,53
1230,26,62.0,54
1231,26,62.0,55
1232,26,62.0,56
1233,26,62.0,57
1234,26,62.0,58
1235,26,62.0,59
1236,26,62.0,60
1237,26,62.0,61
1238,26,62.0,62
1239,26,62.0,63
1240,26,62.0,64
1241,26,62.0,65
1242,26,62.0,66
1243,26,62.0,67
1244,26,62.0,68
1245,26,62.0,69
1246,26,62.0,70
1247,26,62.0,71
1248,26,62.0,72
1249,26,62.0,73
1250,26,62.0,74
1251,26,62.0,75
1252,26,62.0,76
1253,26,62.0,77
1254,26,62.0,78
1255,26,62.0,79
1256,26,62.0,80
1257,26,62.0,81
1258,26,62.0,82
1259,26,62.0,83
1260,26,62.0,84
1261,26,62.0,85
1262,26,62.0,86
1263,26,62.0,87
1264,26,62.0,88
1265,26,62.0,89
1266,26,62.0,90
1267,26,62.0,91
1268,26,62.0,92
1269,26,62.0,93
1270,26,62.0,94
1271,26,62.0,95
1272,26,62.0,96
1273,26,62.0,97
1274,26,62.0,98
1275,26,62.0,99
1276,26,62.0,100
1277,26,62.0,101
1278,26,62.0,102
1279,26,62.0,103
1280,26,62.0,104
1281,26,62.0,105
1282,26,62.0,106
1283,26,62.0,107
1284,43,62.0,1
1285,43,62.0,2
1286,43,62.0,3
1287,43,62.0,4
1288,43,62.0,5
1289,43,62.0,6
1290,43,62.0,7
1291,43,62.0,8
1292,43,62.0,9
1293,43,62.0,10
1294,43,62.0,11
1295,43,62.0,12
1296,43,62.0,13
1297,43,62.0,14
1298,43,62.0,15
1299,43,62.0,16
1300,43,62.0,17
1301,43,62.0,18
1302,43,62.0,19
1303,43,62.0,20
1304,43,62.0,21
1305,43,62.0,22
1306,43,62.0,23
1307,43,62.0,24
1308,43,62.0,25
1309,43,62.0,26
1310,43,62.0,27
1311,43,62.0,28
1312,43,62.0,29
1313,43,62.0,30
1314,43,62.0,31
1315,43,62.0,32
1316,43,62.0,33
1317,43,62.0,34
1318,43,62.0,35
1319,43,62.0,36
1320,43,62.0,37
1321,43,62.0,38
1322,43,62.0,39
1323,43,62.0,40
1324,43,62.0,41
1325,43,62.0,42
1326,43,62.0,43
1327,43,62.0,44
1328,43,62.0,45
1329,43,62.0,46
1330,43,62.0,47
1331,43,62.0,48
1332,43,62.0,49
1333,43,62.0,50
1334,43,62.0,51
1335,43,62.0,52
1336,43,62.0,53
1337,43,62.0,54
1338,43,62.0,55
1339,43,62.0,56
1340,43,62.0,57
1341,43,62.0,58
1342,43,62.0,59
1343,43,62.0,60
1344,43,62.0,61
1345,43,62.0,62
1346,43,62.0,63
1347,43,62.0,64
1348,43,62.0,65
1349,43,62.0,66
1350,43,62.0,67
1351,43,62.0,68
1352,43,62.0,69
1353,43,62.0,70
1354,43,62.0,71
1355,43,62.0,72
1356,43,62.0,73
1357,43,62.0,74
